what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405503048146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405503050334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405503050787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405503051193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405503051568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405503082464
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405503082995
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1405503085605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503092169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503107406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503107406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503107484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503143382
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405503145554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503147570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503155665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503159666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503168574
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503168824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503168918
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405503169511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503171652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503178091
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503178357
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503178450
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405503179607
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503179841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503180185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503181701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405503213239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503222787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503230398
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1405503230445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503234742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503243228
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1405503243291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503253980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503260309
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1405503269749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405503300848
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405503301348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405503303349
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405503304693
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1405503319805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405503323524
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1405503325244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405503327166
