what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499969401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405499997217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499999155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500003297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500057353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500060166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500067198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500085530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500088999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500115145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500124787
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1405500126678
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1405500129866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500134804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500166716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405500167904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500172623
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405500174671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405500176171
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405500176624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500177515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405500178499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500179187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500192236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500197394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1405500206051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500210755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405500217491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405500218210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405500218616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405500224711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405500228258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1405500231181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1405500231665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1405500232134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405500235963
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405500237025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500238823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500302333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500302412
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1405500315320
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1405500315429
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1405500315523
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1405500315726
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1405500315757
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1405500315773
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1405500315867
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1405500316023
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1405500316054
started,bundle,org.eclipse.mylyn.java.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.ui",1405500316148
started,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.8.0.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy.eclipse.codeassist.completion",1405500316242
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1405500316508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500324978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405500334995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500338636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500343840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500345731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405500367407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500370251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500371704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500375626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500382768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405500384425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500388222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500390785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500396349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500399302
started,bundle,org.eclipse.dltk.ruby.core,3.0.0.v20110423,"org.eclipse.dltk.ruby.core",1405500401709
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1405500401834
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1405500401896
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405500402240
started,bundle,org.python.pydev.shared_ui,2.7.3.2013031601,"org.python.pydev.shared_ui",1405500403115
started,bundle,org.python.pydev.shared_core,2.7.3.2013031601,"org.python.pydev.shared_core",1405500403209
started,bundle,org.python.pydev.debug,2.7.3.2013031601,"org.python.pydev.debug",1405500403240
started,bundle,org.python.pydev.core,2.7.3.2013031601,"org.python.pydev.core",1405500404741
started,bundle,com.python.pydev.analysis,2.7.3.2013031601,"com.python.pydev.analysis",1405500405131
started,bundle,org.python.pydev,2.7.3.2013031601,"org.python.pydev",1405500405209
started,bundle,org.python.pydev.shared_interactive_console,2.7.3.2013031601,"org.python.pydev.shared_interactive_console",1405500405386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1405500438798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500439861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405500443830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500445049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500460395
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1405500460599
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1405500460630
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1405500461208
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1405500461208
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1405500461239
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1405500461255
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1405500461255
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1405500461318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500468584
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405500469491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500479024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405500486275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500497011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500508185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500532002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500551818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500556350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1405500567680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500573603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1405500585465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500587402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500596733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500634224
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405500635256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1405500668152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500671512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500688328
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405500689627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1405500708585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405500710116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500720509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405500722415
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405500723525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501324186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501650810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501679065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501679144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501679159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501680628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501681441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501744640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501746969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501757814
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405501759440
started,bundle,org.eclipse.mylyn.context.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.ui",1405501759565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501763440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501773708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501776208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501793852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501797555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501802885
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405501802978
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405501803103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405501806901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405501807713
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405501808245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405501808963
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405501811104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501814027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501818841
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405501818919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405501819028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501819559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501826202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405501828655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405501829343
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405501829874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405501830624
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405501835453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405501835734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501912874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501932315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501944364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501946958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501963414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405501967861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502028544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502043937
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502046203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502075818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405502081537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405502082912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502083959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502088194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502088976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502102431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502109026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405502111339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502112855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502124920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502175663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502210591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502218061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502226594
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1405502228719
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1405502243096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502261644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502285836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502286149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502286820
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405502288211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502292837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502302605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502307231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502310418
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502310543
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502310653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502312528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502320295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502332016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502333079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502334095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502338220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502347691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502349550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502354301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502357505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502368179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502372242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405502380165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502380665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502387432
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502397981
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502402481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502403106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502433783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502436018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502440113
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1405502440113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502443222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502445238
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1405502445238
opened,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1405502448551
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1405502448598
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1405502448817
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1405502448848
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1405502448914
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1405502449023
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1405502449055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502452383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502503071
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405502507171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502523379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502534125
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1405502534133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502539378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502553468
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1405502553599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502567840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405502611307
